user,text,latitude,longitude
peakmovic,Awan Berbentuk Topan Terjadi Dan Mungkin Masih Akan Terjadi di DIY? https://t.co/HgnNGjsR3n,-7.80138889,110.36444444
EmbranNawawi,"NGAMPUS
ME STUDENT

#embrannawawi #selfiebangwawi #selfietimer #selfie #polaroid #mypolaroid? https://t.co/BoCb1vOVQC",-7.81702179,110.36164123
nurulauliadewi_,Setelah sebulan lamanya kagak kesini.. ?? (at Foodcourt Universitas Gadjah Mada) ? https://t.co/DUtU4XTAkK,-7.77417,110.37575
KakakAwink,"Karena dari maguwoharjo, ke sagan kemudian lanjut ke ugm dan berlanjut ke wirobrajan dan? (w/ Cahaya at @gastia) ? https://t.co/xoJI5xHdnJ",-7.79515,110.36895
NoviaristanaR,Throw kindness around like confitti?? @ Banyumili Resto Jogja https://t.co/DLGk1OMuoS,-7.77594064,110.34672629
sllvy,Nggak pengen kesini lagi? (with Anggoro at Mirota Batik Yogyakarta) ? https://t.co/SgIhR4rhKN,-7.80119,110.36705
Harry1897,Ah lets eat... ? (at @ikkousha_ramen) [pic] ? https://t.co/NVHtRFFgy0,-7.77795,110.39274
tiarasukma_16,? (at @jog_ap1) ? https://t.co/9C4JOtl9Ms,-7.79047,110.43617
ikafebrina22,??? @ Taman Sari https://t.co/C4FrGw7nGq,-7.810151,110.358946
trinugraeni_,With Oktiano at Bakso Klenger ? https://t.co/H16tcl7RBf,-7.77911,110.4
destrianapr,JJ?? (at Balai Kota Yogyakarta) ? https://t.co/c0kW0pnj1M,-7.80117,110.39125
Annisa_nisa06,Huh hahh (at Makaroni Huh_Hah) ? https://t.co/7WsZ3mv8GZ,-7.80234,110.35143
faruqamna,Alhamdulillah ngasoo.. ? ? Sing (at Pon Pes K.H Ali Maksum) ? https://t.co/IRwXKoKIXe,-7.82633,110.3615
veandinartani,"9 Maret 2013, sudah 4 tahun yg lalu ? Waktu cepat? (w/ Yunita , Sita, &amp; 3 others at @jogjastudent) [pic] ? https://t.co/rahPceX8da",-7.81243,110.36871
iwakpitik,with Pak Kepala Dinas masih dalam rangka Pesta? (w/ Fajar at Dinas Pendidikan Pemuda dan Olah Raga DIY) ? https://t.co/7gpyndfVTW,-7.80178,110.38444
LarasSkr,"?? (with Asa, Siska, and Putri at The Embassy of ""DIRTY CHICKS"") ? https://t.co/dHSiQ9Z9yl",-7.7709,110.40926
blazy_bazix,"100% Done!
#glider #1400kv #esc40a #tribled #prope7 #propeler #metal #gear #servo #2200 #mah? https://t.co/wXLNmkDczP",-7.80138889,110.36444444
sany_maya,"Mending awak remuk drpd atine sik remuk ?? (at AYODYA Refleksi, Massage, n Spa) ? https://t.co/7BJX5NKPRc",-7.81012,110.40293
Abrari18,? @ Jogja https://t.co/Oxp9bsYvlB,-7.78764358,110.36361467
RickyFebria,Rest (at @plazaambarrukmo) ? https://t.co/82Wu49iWBU,-7.7819,110.40099
kenotbblenk,"Semoga ilmunya barokah....Aamiin.

#Ak3Umun 
#yogyakarta 
#environesia @ Tjokro Style Hotel,jl M? https://t.co/9YcqaFq8r4",-7.81779,110.37931
nezzle,Amazing museum documenting Indonesia's struggle before and after independence. (@ Museum Benteng Vredeburg) https://t.co/EbnMSkA8gD,-7.80033259,110.36510651
ArdiZimblink,Selamat ulang tahun yg ke 22 Mbrot ( My wife ) semoga panjang umur? https://t.co/HcxyuOoKn5,-7.79451279,110.39611744
Caeciliaa28,Madyanngggg ?? (at Pempek &amp; Tekwan Musi) ? https://t.co/qOeZZCKQxG,-7.78062,110.39049
KykyMonita,Masa Remadja (Remastered) by White Shoes &amp; The Couples Company (at Sruput Soklaaattt) ? https://t.co/gm7Q8PuKnC,-7.77583,110.43516
PhitaMahanani,Ngilangin bete gmn si? (at Indomaret Glagahsari) ? https://t.co/sZ6MzT0bIg,-7.8079,110.38693
GryfklPrm_,nggo tambah tambah moments (at Terminal Giwangan) ? https://t.co/GSCayJsKdF,-7.83426,110.39286
fideladella,? (at @infosuperindo) ? https://t.co/s40FslIphZ,-7.78169,110.34925
fitriannans,Bareng bareng ? (at Umy Boga) ? https://t.co/4H4BjorhTb,-7.81069,110.32134
frogstonecloth,"Nominasi #FROGSquiz dibulan Maret 2017 untuk memenangkan hadiah total senilai 1 jt rupiah ,? https://t.co/hH9TLaiWdC",-7.7785105,110.3932554
fani_christanti,"""bentukanmu"" ? ? Shape of You by Ed Sheeran (with adlyn, Aprilia, and 3 others at Auditorium Kampus 3 UAJY) ? https://t.co/A4ImxM9rJU",-7.77921,110.41543
rhaka_nebo,Just posted a photo @ Universitas Alma Ata https://t.co/T7EICpwfGc,-7.81678624,110.32459974
amyuntoadiputra,Djiancuk tenan rek rasane.... (at Soto Djiancuk) ? https://t.co/gNtQebWEmF,-7.80585,110.33523
AalSejati,At @geronimofm ? https://t.co/uTHqj6sbMr,-7.79901,110.3798
Tita_Ferina,Panas njobo njero??? (with mita at Bloom Sundaneese Seblak UNY) ? https://t.co/aiJFP0Fexs,-7.77344,110.38648
wardanirishqa,anak moL jogja!????? (with Iqbal at @plazaambarrukmo) ? https://t.co/jX3tZLSEAh,-7.7817,110.40146
riidwanAS,Makul Agama (with Tyok at @uajy) ? https://t.co/UAJeTMmrN0,-7.78029,110.4135
Naritarnf,Panazsepanas(?) (with yusrila at Burjo Tiga Sekawan) ? https://t.co/hqMtyshuzB,-7.77186,110.3654
Farahnrfjrn,Pengganggu tidur siangku? (with Kiky at @plazaambarrukmo) ? https://t.co/abcjUsBxNv,-7.78131,110.40033
via_de25,?? (with Galuh at @plazaambarrukmo) ? https://t.co/zxZsfL4oeT,-7.78186,110.4014
fortesoftcase,"Trimkasih bang aik
#opik #obathati #softcasecustom #waterproof #softcasejogja #gigbaggitar? https://t.co/tHNRLnX8F5",-7.79999,110.33091
Niken_PutRi_,Check in (with laily and tiara at Yats Colony) ? https://t.co/QMN0frEnoJ,-7.80793,110.34778
karinannisa_,Isn't everyone a part of everyone else? @ SMA N 6 Yogyakarta https://t.co/FZikJviTge,-7.782365,110.37238
ShodiqNurSyamsu,Sebuat pandangan kaca untuk melihat masa lalu mungkin merupakan? https://t.co/vbZnWT2DU0,-7.784828,110.394843
gardenajogjaid,"Toys U
Diskon 15% Pembelian 1-3 pcs
Diskon 20% Pembelian 4 pcs atau lebih
Segera update toys? https://t.co/q41B74uXQZ",-7.78311176,110.38169324
Diana_Ns03,"Selamat siang.  Selamat bekerja ??
Sebagai perempuan jangan hanya mengandalkan lelaki.  Sadar diri bahawa gincu sama bedak mahal ???",-7.7823331,110.3789627
nandobendhot,Panas e puolllllll (at Pabrik Gula Madukismo) ? https://t.co/ndInfqD2gj,-7.82858,110.34492
Evanorizer,"Memasuki Waktu Indonesia Bagian Kencot.
Sengaja sotonya blur, coz tempe? (at Soto Bathok Mbah Katro) [pic] ? https://t.co/fjpRSeG3AR",-7.78281,110.41522
inssoo_id,"Clutch Amplop Miring Batik
Ukuran:
Sedang (26x16cm) Rp 65.000

OPEN ORDER
SMS/WA:? https://t.co/KiQupPvW7o",-7.80138889,110.36444444
iis_chaza,Sendirian aja ? (at @gastia) ? https://t.co/4FODkMxbuC,-7.77699,110.38234
inssoo_id,"Clutch Amplop Miring Batik
Ukuran:
Sedang (26x16cm) Rp 65.000

OPEN ORDER
SMS/WA:? https://t.co/edZTT3AHiO",-7.80138889,110.36444444
inssoo_id,"Clutch Amplop Miring Batik
Ukuran:
Sedang (26x16cm) Rp 65.000

OPEN ORDER
SMS/WA:? https://t.co/KtZY5AXsbx",-7.80138889,110.36444444
ridaast_,"Eee sekolah barangkali pinter ? @ Planetarium, Yogyakarta. https://t.co/KH4Ucuz9hm",-7.79841,110.36541
ridaast_,"Eee sekolah barangkali pinter ? @ Planetarium, Yogyakarta. https://t.co/KH4Ucuz9hm",-7.79841,110.36541
NidhaMaduz,At Universitas Amikom Yogyakarta [pic] ? https://t.co/URvVXEPH4t,-7.75979,110.40861
bebex_rock,"Javanese soldier ...

#fujifilm_id #fujiguys_yk #dagelanmataram #IM3OoredooSnap @ Kraton? https://t.co/M6ZIJMlkZn",-7.79506,110.3659
kickandhong,"Kok jauhan dek, deketan sih tah.. adek abang tah kangen ?? @ Mrican? https://t.co/Bhzm4k4SO9",-7.8277469,110.3984588
AO_Hamdani,Makanan orang sakit ? (at @uajy) [pic] ? https://t.co/QoaEmEb414,-7.7797,110.41279
nunukambarwati,"Apreciate for all of you ladies
???????

#pameransenirupa #babon? https://t.co/MFu5FbZCc9",-7.81232487,110.34325073
mishaelbruno,Kecekel meneh ?? (at @polresjogja) ? https://t.co/CBaHlmLMox,-7.79955,110.36258
thorixadiel,Sbmptn lagi? Haha ga sanggup ? (at Taman Pintar Bookstore) ? https://t.co/hnlMQhtgaA,-7.80099,110.36842
ariyandhini07,pembekalan PPL 1 ? (at Gedung Auditorium UPY) ? https://t.co/3GayefZc1b,-7.8064,110.34135
Rifkyilhamrd,Invasi mesin (with Mesin at PREKSU Ayam Geprek &amp; Susu) ? https://t.co/aRoWEQVBcf,-7.76534,110.38854
lapak_malioboro,"?New Stuff? #katalogue
- Cincin Tengkorak Titanium
- Bahan stainless steel titanium
-? https://t.co/VR0F2K7PYO",-7.7955076,110.3653457
Bernadus_Gustya,Lunch Nasi Balap Khas Lombok (at PiCho Bakery &amp; Resto) [pic] ? https://t.co/anbp5Yb3C4,-7.7637,110.40613
djdickyambon,Lama (at Patriot Bangsa Aviation Training Center) ? https://t.co/HZF5sY4sgA,-7.79479,110.40978
harfialdian_,"Eh, ada kenangan jatuh... @ Hutan Pinus , imogiri . https://t.co/jMG0Ld3iL8",-7.75683611,110.40969708
benz_montague,regrann from xpagisenjax  -  Ini kelas pertama kitaa ?? Jadi ya masih bulet- bulet banget gitu? https://t.co/gC2lioSQrr,-7.77198839,110.36122461
tyoadhi,At RS Aisyiyah Muntilan ? https://t.co/mdRLLp4Nd6,-7.78424,110.36696
Listiaah,"Haiii??
Bulan ini bangetttt yaaa!!
Selo-seloin dan datang saksikan? https://t.co/MMbd1OYNj1",-7.77360846,110.38344996
inssoo_id,"Slingbag Pandan Batik
Ukuran:
(28x20x9cm) Rp 95.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/PUhYHtKpPA",-7.80138889,110.36444444
benz_montague,"regrann from wisnudrp  -  You never know how strong you are, if you never try
.
.
.
#strongmen? https://t.co/p1037zdigL",-7.77198839,110.36122461
UlfiyaniFitri,Bikinin caption masyarakat2 sosialita di tengah jeda kuliah wkwk bisa jadi ladang? (at Unit III Farmasi UGM) ? https://t.co/TP2Q0Hxu5M,-7.76896,110.37724
inssoo_id,"Slingbag Pandan Batik
Ukuran:
(28x20x9cm) Rp 95.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/shCoQ3xveU",-7.81115276,110.36936045
_hcmsays_,At Diana Musik [pic] ? https://t.co/mgC3Ek63hP,-7.7812,110.36363
UGMYogyakarta,#beritaUGM UGM-University of Nottingham Ningbo Jalin Kerja Sama https://t.co/z5Lo8zgQwD,-7.76823618,110.37816138
nurhayatisp,Selesai yudisium terbitlah khilap ? (with Nisa at Pasar Beringharjo) ? https://t.co/MGeyXuwG3Z,-7.79899,110.36587
inssoo_id,"Slingbag Pandan Batik
Ukuran:
(28x20x9cm) Rp 95.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/WQ2SK1C0jT",-7.80138889,110.36444444
kenotbblenk,"Sesi pembelajaran materi Tentang Pesawat Angkat dan Angkut

#Ak3Umun
#yogyakarta 
#environesia @? https://t.co/OhoQSdcUCL",-7.81779,110.37931
inssoo_id,"Slingbag Pandan Batik
Ukuran:
(28x20x9cm) Rp 95.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/bRLxyZ0Nzf",-7.80138889,110.36444444
gitaflora,yaela. (at Kantin Don Bosco) ? https://t.co/gTNzHhQRUB,-7.78085,110.4146
inssoo_id,"Slingbag Pandan Batik
Ukuran:
(28x20x9cm) Rp 95.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/7KxlDIvycb",-7.80138889,110.36444444
fransiskarara,berburu 28 koran (with Yoseph at Kantor Harian Tempo Biro Jateng &amp; DIY) ? https://t.co/zffBnBJYBT,-7.81127,110.36652
dEwii_mutHma,At SAMSAT pembantu Kota Yogyakarta ? https://t.co/JqMucnLESQ,-7.83152,110.39035
sachi_kodok,jauh2 ke jogja ujung2nya kesini lagi -.- (at Gubug Makan Mang Engking) ? https://t.co/BOVBDbI9Qk,-7.78465,110.35266
niantidahri,Liburan (with aqiel at @glzoojogja) ? https://t.co/uitFbcLQiE,-7.8076,110.39592
hendrapora,"New History, what a comeback, what a game, Incredible #Wedidit ?? (at Yogyakarta) [pic] ? https://t.co/8uRKmKxOzX",-7.78287,110.36137
benz_montague,"regrann from @hestitiwi  -  Trust and believe*
.
#yoga #yogakurunta #yogaaddict #yogachallenge? https://t.co/DtG0ybikPD",-7.77198839,110.36122461
TataaArdian,Es pisang ijonya SADISSS PARAH! (with Eno  at @gastia) [pic] ? https://t.co/D63FeF5RSU,-7.7888,110.37239
aprilianapp,Ra leren (at Telaga futsal) ? https://t.co/9O4loxRJtO,-7.78208,110.39115
adetruna,Menyenangkan bisa sbg terapi nih ... piknik!!! #mediabootcampbrother brotherindonesia? https://t.co/B5o8w3D6En,-7.810151,110.358946
bnsalsabila,Hedeuh (at @amc_jogja) ? https://t.co/YI5kYwBXNJ,-7.79969,110.35203
tongkolmawut,"""Cuma 1 hari sampai juga di JAKARTA"" #Repost @miiamiiu with @repostapp
???? (at House Of Tongkol Mawut) [pic] ? https://t.co/cH2Pn0qSH5",-7.77459,110.34492
benz_montague,"regrann from @ajenk_regina  -  A dream doesn't become reality through magic
It takes? https://t.co/NiMfcEWNTW",-7.77198839,110.36122461
AlfianAlfan,"Temptation on my own, effortless against that",-7.8019795,110.3879928
saifulhidayah_,#musicproducer #flstudio #flstudio12 #flstudiomusicproducer #virtualdj7 #virtualdj8 #pioneer? https://t.co/WEs8rzu1Dl,-7.80138889,110.36444444
ilhamtiegun,"""Being a better person doesn't mean to be the perfect guy. By learning from your mistakes, you? https://t.co/uatD65rOsV",-7.80138889,110.36444444
PramudityaAP,??? (at @jogjastudent) ? https://t.co/VVOjUwVSvo,-7.76919,110.38799
nouhsyarif,"Jaket bobrer lagi promo nih gan

Rp 150.000

Yuk di order

#jaketbomber #bomberjacket? https://t.co/HTYkqeLg66",-7.80138889,110.36444444
gardenajogjaid,"Two Way Cake SARIAYU
Rp48.000
Diskon 15%
New Arrivals dengan kandungan Bunga Gardenia Extract &amp;? https://t.co/Q1CRZvwiXv",-7.78311176,110.38169324
poetrafoto,"*repost foto-foto prewedding lama, sekaligus merapikan galleri. Ini foto prewed kk evitacute &amp;? https://t.co/9sLMXw1LPo",-7.818452,110.390789
tongkolmawut,"""Cuma 1 hari sampai juga di JAKARTA"" #Repost @miiamiiu with @repostapp
???
Telah mendarat dengan? https://t.co/s1ReRqcpqs",-7.78159,110.35215
itsImanJR,"Nungguin obat datang ?
Ketemu Dosen ?
Tiket kereta ? (at @kai121) ? https://t.co/Ylp4Fhfmwz",-7.79051,110.37627
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/8KoZzIjlWK",-7.80138889,110.36444444
zryd_,Just posted a photo @ UMY Yogyakarta https://t.co/iE9808ebsZ,-7.81467808,110.32373326
yogoaditomo,".
Aku lelah
Menunggu dari malam
Berubah menjadi mentari
Dengan pintu terbuka
Namun hati tetap? https://t.co/syDlP98uf0",-7.75683611,110.40969708
Annisasdfghjkl_,"Uda ngaret dr jadwal masi aj sempet makan dlu ye? (with afiq, Ricky, and 3 others at Burjo Katineung Group) ? https://t.co/l0BIUd2jnX",-7.79748,110.38153
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/YeWEDlvOt2",-7.80138889,110.36444444
rizkaqorii,"menunggu sebuah ketidakpastian itu adalah hal yang paling aku benci, karna kita tak pernah tau apa yg akan terjadi., https://t.co/r2kfa3Wo6C",-7.7747138,110.3858982
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/lcRAWbJeep",-7.80138889,110.36444444
NitaNRG,my partner traveling around the world ????? @ Yogyakarta https://t.co/JLiHY9vHs5,-7.80138889,110.36444444
Sitiulfahfajari,Sarapan ?? (with Meriza at @mcdonalds_id) ? https://t.co/3atd8LHOwu,-7.79298,110.36607
tree_nanda,"in location ??
.
.
.
@nirwanoya  yugoagung53  abalabal_scotsffb? https://t.co/DUUm5wZwyP",-7.81667,110.383
Cecep_dm,Alhmdulillah enak. (at Gule Ayam Simak depan de Brito) ? https://t.co/r2XaNWvrpR,-7.77604,110.39149
Tazsaaa,At SMKN 1 Depok ? https://t.co/k76c8RGUOw,-7.76543,110.43045
Tazsaaa,At SMKN 1 Depok ? https://t.co/k76c8RGUOw,-7.76543,110.43045
ArdiansyahNS,"Jane wingi wes lulus,eh mangkat wisudane malah telat. Yasudah diundur ajeeee (at @jogjastudent) ? https://t.co/bxqW7BSycq",-7.76908,110.41099
dshe_echi,Bro and sis (at Palagan Regency Yogyakarta) [pic] ? https://t.co/yyGMwfFX3a,-7.73517,110.37197
yunniarherlinaa,Tombo ati ?? (at @tombongelak) ? https://t.co/qP5QcJ8HcI,-7.76687,110.38638
sugaprdn,Mayan bisa tidoorrr ??? (at @jogjastudent) ? https://t.co/5GiTgpY1Tf,-7.77643,110.40257
tarantika,Sarapan bersama bos Towing Jogja... Mantab... ? (with ambrosius setyo and Clara at Soto Pak Mustofa) [pic] ? https://t.co/odeHtaDIzv,-7.74342,110.36324
triscawp_,Selamat siang perilakuan dan budaya? (at @jogjastudent) ? https://t.co/jtvy6EKO2Y,-7.75432,110.42226
FarraAnd,Uwuuw (at @mr_huuhhaah) ? https://t.co/OIS7PFgoDx,-7.77372,110.40888
chennovitaa,??? (with Graciela at Food Walk Sahid J-Walk) ? https://t.co/BjXN5cAVSm,-7.77992,110.41476
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/l8FSHx2yfR",-7.80138889,110.36444444
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/YNd4tyOS4r",-7.80138889,110.36444444
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/xrXfOUYq0R",-7.80138889,110.36444444
hastihasanati,Klinik Akreditasi BKSTI Korwil Yogyakarta dengan narasumber Prof.? https://t.co/Y6rmuV4rVO,-7.78438117,110.39500038
kranadewi,Persiapan O2SN 2018 @ Kolam Renang Umbang Tirta Kridosono https://t.co/lc97RQETeI,-7.78752071,110.3735192
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/JFPTJ4ou7z",-7.80138889,110.36444444
arief4896,Short getaway? Sounds great ? JOG??HLP (at @jog_ap1) ? https://t.co/ERUjy5D2xK,-7.78615,110.43718
Saifullah_Anwar,Geting tired and shocked by something? All you need is a plate of? https://t.co/Ci76ChoHad,-7.77918386,110.34067104
AO_Hamdani,Unwell (at Gedung Thomas Aquinas (Fakultas Teknik-Universitas Atma Jaya Yogyakarta)) ? https://t.co/Fikgkdb7rG,-7.78037,110.4135
JRyperdana,"Happy belated birthday !!! ??
.
You're our Queen, you give everything for your son. We always? https://t.co/dEnlD3Yxqu",-7.747156,110.356083
sufy_Jr,This dream make me be wary ?,-7.7826049,110.425117
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/csHrFBzhyB",-7.80138889,110.36444444
sayasella,"It's a beginning to start a day 
.
.
.
.
#baristalife 
#lyfe 
#mojito 
#mojitomint 
#summer? https://t.co/BnrLgaRCno",-7.73795309,110.32874107
lintarsetyanto,"Don't mised it Guys, selain ada Mbak Isyana, ada saya juga.. ? (at Yamaha Sumber Baru Motor Kalasan) [pic] ? https://t.co/JoaAFSBvRp",-7.76808,110.47131
dyahasoka,"#Repost @phytautami with @repostapp
???
Weekend Vibes!?
.
Breakfast a Cup of Hot Tea and? https://t.co/7ZKhWEYEux",-7.80138889,110.36444444
maimunahretno,"Mermaid doll
New product boneka mermaid. Ready stock sesuai di? https://t.co/b2IidImNbH",-7.8,110.367
inssoo_id,"Clutch Sulam Bunga
Ukuran:
Sedang (27x17cm) Rp 65.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/7f2sgUzgqp",-7.80138889,110.36444444
Annisasdfghjkl_,Ya emng slalu ngaret kek gni (at @muhajogja) ? https://t.co/DdHbPCqSvg,-7.78917,110.37798
MoutoErox,Si om ra glem kalah sjake.... @ Malioboro https://t.co/uKX5ckjCZI,-7.80157,110.3723
sekar_jepara,"cause you were mine for the summer
now we know it's? ? Summer Love by One Direction (at SMA Bopkri 1 Yogyakarta) ? https://t.co/GiY1xzzSf7",-7.78654,110.37698
deChydee,biasa mawon yah @jeckobee mulute...?????? @ Pantai Depok https://t.co/IijTO3PKSw,-7.80173,110.37152
vikaa_pika,"Masih dalam rangka mengantar Umi, mayan kerjanya sambil jalan2 ? (at Pasar Beringharjo) ? https://t.co/pY8soWre8h",-7.79713,110.36681
annisariir,At Perpustakaan Pusat UNY ? https://t.co/54sUGrh9b0,-7.77555,110.38716
IkaAvrilla,Dah nyampe sini jaaa mba (with Sinta at @sakola_jogja) ? https://t.co/Dp6JNXV63I,-7.80579,110.35139
ikhaps,"Jam jam ngantuk -_-"" (with Alma at @jogjastudent) ? https://t.co/10enriXMED",-7.74783,110.35602
AgOEsSOS,Latepost....#akudifotoyah#argastyle .. @ Kampus Lapangan Geoloi Sttnas https://t.co/MFGQ7Id11C,-7.8,110.367
GanodeIndonesia,"Tas Laptop 14 Inch 

Bahan : Pull up 
    Size   : 14 Inch 
         Po : 10-12 hari? https://t.co/5hBhae3tIr",-7.78283978,110.34646978
faffa_marryfa,"Last day.  Ampun mriki melih nggeh pak,sehat"" trus kakung e adek (at Maria Yosef (VVIP-VIP Room) Panti Rapih) ? https://t.co/f2vQ2TiKNb",-7.77665,110.37664
SyithaTha,? (at Dinas Kesehatan Kota Yogyakarta) ? https://t.co/ykZDyorW4a,-7.8001,110.39102
pristian_lagi,Pas blue #lovebird #pasblue @ MALIOBORO - Jogyakarta https://t.co/LkfdYmnj3Q,-7.78799488,110.36656624
Anasbecks_7,Ngopi dulu sini.. (at @lagani_coffee) ? https://t.co/BxAxzpG6df,-7.77947,110.38917
Sitiulfahfajari,Ujungnya balik kesini lagi ? (with Meriza at OVJ ( Oblong Van Jogja ) Malioboro) ? https://t.co/PS1Ksc7K4c,-7.79762,110.36504
ikapewista,Uch uchh bgt siang ini????? (at Optimum Fitness &amp; Cafe) ? https://t.co/jY7E7ORbhP,-7.77916,110.36238
berlianapsptsr,Tidur jam 01.00. Ngantuk kuliah!! ?????? (at @ugmyogyakarta) ? https://t.co/qW2dmSHW9p,-7.77293,110.37501
Sitiulfahfajari,Blusukan ?? (with Meriza at Pasar Beringharjo) ? https://t.co/nsvMQZzp56,-7.79758,110.36509
sufy_Jr,Suwe gak tak bukak iki tweet,-7.7826049,110.425117
norixgod,"Ben kuat ?? (at Kindai ""Warung Masakan Banjar"") [pic] ? https://t.co/YdjN91WNbW",-7.78037,110.39245
auliannisa98,"#tb @ Prambanan Temple, Yogjakarta https://t.co/KE8z1dYOAC",-7.78115297,110.45648838
PutraHeryanto,Ngelaporin Haters ?? (at @polresjogja) [pic] ? https://t.co/N8dbn7L7cg,-7.77973,110.37355
BellaBebeng,Tututtt ?? (at @kai121) ? https://t.co/La4YU8takA,-7.79043,110.37515
renitasm,Antriiii (at KPKNL Yogyakarta) ? https://t.co/zJpRXI42bz,-7.80099,110.38361
rakheldetty,kamis sehat.. ? (with Vicky at @ifitstudiogym) ? https://t.co/PxzplfCMyw,-7.77633,110.38166
dedoth,"Foto lama, bajunya sudah ga muat, celananya makin ketat ??
#explorejogja #yogyakarta #jogja @? https://t.co/CL4NfpIRmD",-7.80138889,110.36444444
bukansupermen,"Sejarah baru !!! acara pertama dan? (w/ Bayu, Sigit, &amp; 2 others at Gedung Rektorat UPN Veteran Yogyakarta) [vid] ? https://t.co/pZFNrnLTwa",-7.75409,110.40512
TantriJ,Happy Born Day Min Yoongi!! 24 years old!! #yoongiday @ Kampus III Universitas Mercu Buana? https://t.co/khwFwW8CFZ,-7.7621732,110.413503
NikenSQ,"Kok yaa, (at @jogjastudent) ? https://t.co/UMWcUNbUtw",-7.7501,110.36223
FENDYRP,Semua berawal dari manual dan menjadi modern serta lebih praktis pada masa itu hingga sekarang? https://t.co/nErfG6M5Hx,-7.75821381,110.38164106
lokerlike,Loker 2017 Operator Produksi PT Busana Remaja Agracipta https://t.co/MgtPtdnPvR https://t.co/4crmoQUx0h,-7.7955798,110.3694896
caecilputt,"HARGA 40.000/sandal (17cm)
KODE #sandalkamar

GESER FOTO UNTUK? https://t.co/N8p3CNa2Dw",-7.80138889,110.36444444
tiarakumaladewi,", (with Awanis at Soto Pak Dalbe) ? https://t.co/J4hJE8dpfa",-7.77576,110.41485
piTaZuma,"pagi pagi udah ditelp diajakin sarapan ... tak pikir nyoto opo nggudeg, jebulnya ngelondo? (at Good Karma) [pic] ? https://t.co/AP850vCmgC",-7.80897,110.3878
sya_amzuri,"Alhamdulillah , bisa menikmati cemilan ? @ Hotel Grage Ramayana Yogyakarta https://t.co/efL5HKy3Vd",-7.79175663,110.36363647
MaharaniNila,Nyusu duluu (at Marko Milk &amp; Coffee) ? https://t.co/Ic4rUkfVcU,-7.79746,110.3838
deniash,Mamam. (at Kantin Sehat Talenta) ? https://t.co/vkVVEaKBaZ,-7.77025,110.3731
AgungSetya76,"Setia kui rahasia, dadi nek dipamer-pamerke kui mesti malah mung tipu daya. *wesyeeeh? https://t.co/GdxDaXjFjS",-7.80295281,110.35621414
cikfarah90,Hutan Pinus ?? #farahkejogja #firsttravel2017 #day2 #tb @ Hutan? https://t.co/8Dpi9sCScl,-7.7853536,110.35099731
YusliaChk,"""Mbak, ngadem yaa""
#kangenmbakanin #biasanyarusuh? (w/ Anindya at FISHUM UIN SUNAN KALIJAGA) ? https://t.co/qIw9lM8znX",-7.78458,110.39349
neil_autari,Ntappss ? (with Uswatun at Lotek &amp; Gado-Gado Colombo Bu Bagyo) ? https://t.co/0fPFwbSaZ2,-7.78046,110.37864
monicaanindita,ka we en (at Ruang kuliah 201 Fakultas Filsafat UGM) ? https://t.co/JRnw5sFcTP,-7.77128,110.37989
farid_ido,Tik tok tik tok? (at Protect Auto Care &amp; Service) ? https://t.co/fTCpcnfibw,-7.82042,110.35575
l_yustrila,Ngeleh po piye? (at Pawon Martha Steak n shake) ? https://t.co/zHWL3iFN0l,-7.8092,110.39548
HYUNMinho,media gathering with Kanwil DJP DIY *di antara para wartawan* (at Rumah Makan Handayani) ? https://t.co/vAsfiFBwsp,-7.78335,110.40781
NoviNurIkhtiar,At @umyogya ? https://t.co/KOqvx9CSQs,-7.81108,110.32141
tifanninf,Pindah kampus (with Syafrida and utari at UAD Kampus 1) ? https://t.co/GHpktciWgV,-7.79964,110.38322
